年月,港口別,艘次總計,總噸位總計,中華民國艘次,中華民國總噸位,日本艘次,日本總噸位,韓國艘次,韓國總噸位,香港艘次,香港總噸位, 中國大陸艘次,中國大陸總噸位,越南艘次,越南總噸位,泰國艘次,泰國總噸位,馬來西亞艘次,馬來西亞總噸位,新加坡艘次,新加坡總噸位,菲律賓艘次,菲律賓總噸位,柬埔寨艘次,柬埔寨總噸位,印尼艘次,印尼總噸位,印度艘次,印度總噸位,沙烏地阿拉伯艘次,沙烏地阿拉伯,科威特艘次,科威特總噸位,賴比瑞亞艘次,賴比瑞亞總噸位,美國艘次,美國總噸位,巴拿馬艘次,巴拿馬總噸位,巴哈馬艘次,巴哈馬總噸位,宏都拉斯艘次,宏都拉斯總噸位,聖文森艘次,聖文森總噸位,安地瓜巴布達艘次,安地瓜巴布達總噸位,安地卡艘次,安地卡總噸位,貝里斯艘次,貝里斯總噸位,紐西蘭艘次,紐西蘭總噸位,吐瓦魯艘次,吐瓦魯總噸位,馬紹爾群島艘次,馬紹爾群島總噸位,法國艘次,法國總噸位,德國艘次,德國總噸位,義大利艘次,義大利總噸位,荷蘭艘次,荷蘭總噸位,英國艘次,英國總噸位,挪威艘次,挪威總噸位,丹麥艘次,丹麥總噸位,葡萄牙艘次,葡萄牙總噸位,希臘艘次,希臘總噸位,塞浦路斯艘次,塞浦路斯總噸位,馬爾他艘次,馬爾他總噸位,其他國籍艘次,其他國籍總噸位
200501,國際商港,3565,48430945,1289,9220351,13,176161,93,729001,161,2775385,0,0,35,343233,11,108273,32,510731,186,3132042,12,193933,16,123292,12,44380,3,84372,0,0,1,48154,167,4414742,12,559146,977,13721830,33,545975,1,877,80,719248,55,721412,0,0,30,53659,0,0,4,9525,44,893752,0,0,35,1148273,7,349716,19,489019,33,1821900,15,404090,22,1540897,0,0,17,676523,34,723858,40,645909,76,1501286
200502,國際商港,2728,40555013,929,6914728,17,123815,75,537817,125,2256749,0,0,28,253989,12,127834,20,267073,154,2756668,7,152284,13,123386,2,14949,5,258109,2,96308,1,48154,132,3575915,14,657521,730,11523494,27,654880,0,0,62,565894,52,718628,0,0,26,80781,0,0,2,34662,40,866267,1,29083,35,1161296,6,266925,19,461964,25,1596842,11,268568,12,960820,0,0,17,900018,34,689424,27,526296,66,1083872
200503,國際商港,3432,49266114,1105,8299835,17,238470,89,865515,169,2978666,0,0,36,294339,16,127057,30,497040,199,3209617,11,163744,15,119619,7,41867,5,84318,0,0,2,197873,181,4952081,22,723097,964,14416952,33,575762,0,0,72,606009,54,672962,0,0,37,88867,0,0,4,7330,38,670088,1,3221,40,1356522,6,324653,22,460672,28,1646411,18,361233,20,1346116,0,0,13,665909,61,1158501,42,761493,75,1350275
200504,國際商港,3546,48318856,1210,7872878,19,204519,100,603099,162,2776592,0,0,35,340414,12,121909,33,719642,213,3422333,19,247249,20,133199,14,106471,1,17778,2,204693,0,0,170,4745556,16,570869,954,13686299,28,441310,0,0,75,602392,61,785859,0,0,23,74103,0,0,7,58852,39,706300,0,0,46,1603641,5,269359,19,436100,36,2174105,24,492864,16,1239786,0,0,16,564909,49,835776,44,744439,78,1515561
200505,國際商港,3618,50307012,1304,8323600,17,252762,73,675800,160,2910636,0,0,31,265865,13,100402,24,677003,205,3671650,15,176856,22,119093,12,74262,4,106904,3,107306,2,96308,159,4714100,19,699306,1012,14663338,24,432770,0,0,73,628072,58,756588,0,0,37,82757,0,0,2,4716,48,1092711,0,0,50,1786793,6,298249,18,448488,33,1944903,16,387671,16,1306906,0,0,14,690828,40,806982,34,661713,74,1341674
200506,國際商港,3535,48970410,1235,7963476,18,226718,81,738654,170,2891768,0,0,36,321715,9,78166,27,679038,181,3081987,20,279578,12,51610,12,95384,3,94316,2,77730,1,149647,153,4709506,25,811338,955,13772681,26,443037,0,0,74,587544,67,865760,0,0,29,91820,0,0,11,68740,52,1015776,1,9403,52,1856869,4,214978,22,506095,34,2193702,30,644634,15,1054645,0,0,17,688245,35,691283,28,555009,98,1459558
200507,國際商港,3490,48962571,1200,7979542,25,166999,85,688088,165,2722133,0,0,42,362088,18,117925,27,710590,188,3504899,10,140781,9,39827,12,71255,7,109809,4,135097,3,347520,165,5157895,19,622601,957,13282143,36,752941,0,0,82,673313,53,675750,0,0,32,76460,0,0,9,16983,39,896634,1,29083,46,1710070,4,202731,17,619060,29,1732706,26,461740,23,1642186,0,0,9,502022,48,921999,25,544811,75,1344890
200508,國際商港,3562,50083364,1227,7974857,22,370518,87,776115,157,3046132,0,0,37,378688,16,123840,33,907837,199,3350737,18,348567,21,62876,7,56798,2,35556,1,48154,2,197873,160,4921238,20,682726,939,13196629,34,753747,0,0,94,715367,54,666080,0,0,63,148966,0,0,15,85725,47,1185162,0,0,45,1958076,5,284224,11,239735,39,2337351,28,469883,15,1137793,0,0,13,607922,44,916664,25,657433,82,1440095
200509,國際商港,3507,49246283,1251,8073715,18,153632,79,730112,156,3198746,0,0,37,337117,20,178674,24,810445,186,3619209,16,223225,28,163620,12,73274,1,17778,1,48154,2,197873,154,4469976,16,522131,939,13819482,19,321878,0,0,76,631805,55,705572,0,0,42,94009,0,0,18,52926,49,1210895,0,0,47,1777145,4,171383,18,518672,35,2182010,25,432476,21,1501699,0,0,14,594377,51,815003,23,459349,70,1139921
200510,國際商港,3474,50053796,1156,7659219,19,187975,102,829951,144,2681770,0,0,37,356698,17,113680,27,853907,201,3852458,17,352854,37,202398,15,93698,2,67008,0,0,2,197873,162,4547182,19,680084,931,13413227,27,672630,0,0,76,648810,49,627292,0,0,40,84280,0,0,21,112099,48,1238341,0,0,57,2396936,2,138188,12,196537,36,2137353,31,532234,22,1766527,0,0,13,509146,47,864951,25,517958,80,1520532
200511,國際商港,3470,50127086,1144,7961583,18,233284,102,835762,148,3124096,0,0,22,170197,24,304304,31,944096,196,3471334,14,227209,31,207354,11,67816,5,122245,2,77135,2,197873,167,4796763,19,531343,951,13633719,33,545725,0,0,85,715075,60,759910,0,0,39,85269,0,0,16,60324,55,1456303,0,0,42,1651690,16,655905,17,398028,38,2256694,27,493418,21,1601310,0,0,9,381500,36,530676,21,350929,68,1278217
200512,國際商港,3433,49962926,1125,7713854,20,300250,103,1252992,149,3191222,0,0,24,216903,28,337719,18,481371,223,4093271,12,221393,32,182729,12,69838,6,154150,2,77730,2,197873,174,4979055,14,473023,916,12994110,33,655094,0,0,71,575614,77,934322,0,0,42,109469,0,0,15,98187,51,1392564,1,159456,47,1838626,3,165189,11,198776,33,1911948,20,299904,22,1578219,0,0,14,610166,44,828358,21,353633,68,1315918
200601,國際商港,3397,50549205,1093,7526394,18,197210,107,938942,146,3065972,0,0,20,163691,22,306528,16,396839,205,3573840,12,218141,26,199758,7,62869,1,28739,2,77730,0,0,172,5528966,15,645551,915,13468319,38,582834,4,1016,74,562024,87,1062611,0,0,45,104389,0,0,17,80281,56,1548882,0,0,49,2084703,7,314211,17,378651,41,2240673,22,322383,25,1821104,0,0,13,608794,41,706678,21,413828,63,1316654
200602,國際商港,2999,45171615,906,6734597,25,293209,120,984248,118,2226728,0,0,16,141975,13,154046,14,262575,181,3157829,16,308227,22,125533,9,73083,2,76534,2,77135,3,254811,175,5135025,14,463110,793,11944950,35,665066,2,508,73,586780,75,846610,0,0,50,129974,0,0,16,139561,65,1703560,0,0,45,2058414,6,281120,15,218559,29,1502327,17,233225,23,1751891,0,0,11,499537,38,550525,16,484900,54,1105443
200603,國際商港,3603,52344493,1146,8068831,22,239071,117,1110785,154,2876311,0,0,23,203435,20,253110,30,901926,228,3723601,13,281154,42,229244,11,62566,2,57478,1,48154,1,158503,196,5257850,14,571035,953,14218754,48,830986,2,508,78,640968,86,1031547,0,0,54,150874,0,0,13,96831,68,2052533,1,50757,52,2385689,9,409614,14,288111,31,1774037,17,227583,19,1367595,0,0,11,583945,45,616311,31,633780,51,941016
200604,國際商港,3514,50906347,1069,6568546,23,203598,102,707835,169,2572169,0,0,15,143835,22,312790,29,734846,212,3967226,11,240175,41,237752,5,66978,2,28980,2,77135,2,197873,225,5974400,12,562545,943,13698349,46,1035570,0,0,84,717012,85,1033367,0,0,45,116913,0,0,15,94672,60,1641777,0,0,43,1860056,6,278953,22,470688,32,1884715,29,399395,25,1748326,0,0,12,853826,46,833879,29,623619,51,1018547
200605,國際商港,3606,53775054,1079,7129718,27,383831,118,1163196,172,3027818,0,0,18,150360,20,293578,24,750540,227,4184879,13,246134,47,300682,5,113735,5,157773,0,0,3,347592,212,5219662,14,565269,983,15240515,38,816474,4,1016,78,699749,88,965327,0,0,50,123376,0,0,18,78506,66,1800432,2,215008,38,1617322,7,313741,17,478458,41,2273574,22,395790,21,1491747,0,0,10,534115,41,769128,32,764496,66,1161513
200606,國際商港,3505,51589204,1012,6939652,19,240056,102,887756,149,2687259,0,0,12,93179,22,274525,19,805425,242,3931176,18,485592,41,261294,9,97872,5,254201,1,48154,2,206657,226,5961913,15,506702,1005,13862923,38,914489,2,508,79,777025,74,890384,0,0,42,90714,0,0,14,72726,65,1811262,0,0,32,1387811,7,309526,19,411485,34,1878557,28,461865,20,1510861,0,0,21,1281457,41,670905,28,542566,62,1032727
200607,國際商港,3357,50501378,950,6736621,16,301018,116,775827,148,2743693,0,0,10,101491,21,305427,25,943109,221,3800526,13,231402,37,231619,5,101118,4,49729,4,136882,1,48154,233,5612683,8,444149,955,14280500,41,833314,4,1639,60,482076,73,894609,0,0,35,80949,0,0,9,26061,72,2009507,2,208590,36,1657357,9,383405,20,220681,44,2228254,19,245624,19,1451026,0,0,16,756177,29,620205,25,496640,77,1061316
200608,國際商港,3602,52996190,1090,7044274,20,204232,103,965699,145,2754209,0,0,18,169062,20,279812,21,954724,240,3978402,19,438982,41,319305,7,114991,1,36512,4,135097,1,149719,241,6257921,17,661346,1012,14365787,45,915966,4,1016,72,706610,54,665841,0,0,43,96096,0,0,13,30535,68,1922372,2,206069,38,1822552,6,282569,20,485684,45,2366127,19,246471,19,1263145,0,0,11,708190,37,704496,24,479712,82,1262665
200609,國際商港,3387,49243789,1047,7123871,16,181255,76,694121,139,2328610,0,0,11,56741,9,86862,18,780799,226,3834586,9,182301,34,288841,4,47074,3,203309,2,77135,2,96308,218,5496119,10,506445,982,14248352,42,796969,2,508,71,674219,62,674376,0,0,41,86226,0,0,8,20805,72,2032202,1,50757,33,1496464,9,278187,23,288885,41,2135978,13,226895,24,1528339,0,0,11,648111,37,840116,21,287862,70,944161
200610,國際商港,3415,50198110,1002,6121809,18,236871,109,925465,143,2792461,0,0,18,104319,8,53455,12,497923,211,3743465,6,296503,35,262377,9,218189,2,87663,1,48154,0,0,227,5914692,14,599271,1013,14406093,35,647162,0,0,71,686431,63,729937,0,0,26,49555,0,0,10,23717,86,2234802,1,50757,34,1570149,5,246415,23,428145,41,2330111,24,412985,15,1272745,0,0,19,910384,34,581695,29,614926,71,1099484
200611,國際商港,3350,49787147,934,6135798,21,315162,93,799086,149,2807655,0,0,29,283971,13,63761,14,795452,224,3448737,5,95907,32,228847,7,129319,3,64295,1,48154,0,0,252,6389091,11,472433,975,14251525,43,780290,2,508,79,747613,57,775740,0,0,38,88845,0,0,13,67158,72,1984402,0,0,40,1721469,8,353923,29,685801,40,2360078,20,352372,18,1216664,0,0,13,809876,26,426984,18,294855,71,791376
200612,國際商港,3298,50590508,911,6629750,17,186485,104,1014488,164,2929162,0,0,22,228338,8,88794,21,567369,209,3681818,5,190329,27,163793,3,50596,3,61879,1,29576,1,149719,260,6479751,11,493437,972,15400424,39,648088,4,1016,77,759734,53,684841,0,0,45,100806,0,0,9,22115,70,1839766,1,50757,25,1038183,6,227895,19,213808,42,2311091,31,622370,15,1293394,0,0,12,601249,25,505067,28,437082,58,887538
200701,國際商港,3383,52542987,919,6115607,31,294390,102,1057965,179,3302403,1,2852,22,252673,10,81899,17,589657,207,3812841,7,251176,42,237017,1,3484,1,28739,0,0,2,197873,273,6492664,14,632934,989,15675234,51,921627,0,0,84,802901,52,758050,0,0,36,76566,0,0,11,31498,69,1921952,2,43174,34,1480513,5,269723,19,469997,43,2370716,22,469030,14,1054324,0,0,14,731573,33,776781,12,295667,65,1039487
200702,國際商港,2745,45266487,766,5685865,12,107424,87,821850,148,3011789,0,0,15,156883,6,39945,11,293367,169,3056641,4,123505,27,172976,5,21785,4,72492,5,164673,0,0,228,5861799,11,352095,796,14125549,42,858351,2,508,63,679097,41,606470,0,0,26,53873,0,0,11,37079,54,1547746,3,115605,30,1283133,3,145678,13,193314,36,2085354,18,338440,17,1400542,1,16531,12,468928,23,457881,8,168770,48,740549
200703,國際商港,3439,51104932,1039,6541342,22,194952,100,984390,170,3056362,0,0,9,64960,9,54485,23,1098440,214,3562868,14,344214,34,219324,6,56458,6,213792,1,48154,0,0,283,7042583,13,408712,939,14540633,45,833724,1,254,77,715448,38,600638,0,0,46,91709,0,0,14,44216,76,2039692,0,0,34,1715101,12,538283,15,258153,42,1962415,18,274871,15,1227325,0,0,11,528021,31,589732,14,263070,68,990611
200704,國際商港,3426,50404537,1111,6823250,26,205907,94,842642,178,3257051,0,0,17,141088,5,50204,16,738214,198,3307117,9,229976,29,82346,6,89769,2,35556,1,48154,1,48154,270,6870686,17,571285,904,15250873,52,852358,3,4758,74,670861,44,694258,0,0,48,122117,0,0,12,38248,38,718784,2,78983,34,1733911,5,210346,15,191020,55,2576026,16,322330,6,372862,0,0,17,885730,21,421853,16,296300,84,1621520
200705,國際商港,3498,51037246,1164,7440344,22,215423,106,1076503,177,3135644,0,0,14,174774,7,49832,18,908083,194,3348366,9,180890,23,70609,5,47251,9,270965,1,48154,1,149719,290,7833174,17,606713,905,14407276,49,911832,2,508,76,665429,47,699395,0,0,45,142232,0,0,16,44432,53,966231,0,0,37,2204658,8,382119,19,228011,46,2151201,5,94718,8,516280,0,0,9,394304,32,593849,13,250653,71,827674
200706,國際商港,3253,49799805,1016,6269793,13,172621,107,1056767,177,3875656,0,0,9,172200,10,67934,14,735992,199,3561697,4,79046,33,135384,9,128940,2,55102,1,48154,1,48154,249,6443853,13,500736,911,15350985,46,921051,1,4250,71,663037,44,758702,0,0,41,99381,0,0,12,28374,54,1098503,3,88386,33,1976865,6,321075,22,324386,39,1884755,6,141494,7,437498,0,0,13,751460,29,640994,17,503919,41,452661
200707,國際商港,3469,52307784,1015,6307635,17,240309,101,757339,180,3194410,0,0,14,137269,10,82893,16,657862,216,3856304,8,216716,31,108380,5,116113,2,32714,4,135692,0,0,251,7081277,16,570150,1006,16742237,61,1325340,4,9008,70,595080,46,677739,0,0,56,159785,0,0,11,24845,73,1492521,3,12671,36,2090075,8,350105,21,265183,46,2005970,5,106744,6,332377,0,0,15,703607,32,673727,18,477704,66,768003
200708,國際商港,3194,50511294,941,6159199,9,115130,98,875790,177,3462691,0,0,10,113805,8,53917,19,920432,207,3807911,2,24553,28,95749,1,36175,7,182427,1,28981,2,206657,233,6825228,10,434682,902,15073391,79,1845253,2,4504,53,487388,47,663058,0,0,39,94102,0,0,9,22647,78,1502637,1,50757,32,1900678,4,246049,17,268114,53,2311694,11,363545,5,417512,0,0,10,421810,39,756451,12,242138,48,496239
200709,國際商港,3288,48906561,1055,6220179,20,203216,105,912545,183,3117945,0,0,8,90221,16,82953,19,662407,208,4359229,8,284202,34,128799,5,48021,7,148317,2,77135,1,161113,206,6238555,9,373121,899,14862529,57,1313862,3,4758,64,490573,42,593967,0,0,28,82498,0,0,10,22159,60,1151295,2,211224,28,1646458,9,379001,22,292213,46,2027000,6,166163,4,269255,0,0,16,620641,37,682903,13,243088,56,739016
200710,國際商港,3198,50826367,937,6394290,17,237757,98,731908,181,3627850,0,0,10,93487,14,61475,19,891598,204,3573380,8,183217,40,116624,4,75532,8,157739,1,48154,1,161113,237,6645677,16,494586,900,15352613,60,1564597,6,17508,57,485142,44,660744,0,0,31,81088,0,0,10,23624,56,1062813,3,31177,34,1935818,8,424853,20,218149,56,2502243,7,274506,7,543786,0,0,11,570177,27,519553,13,314789,53,748800
200711,國際商港,2991,47929986,851,5834890,16,211086,100,712680,183,3647204,0,0,11,90182,8,37946,18,532139,185,3319759,6,159216,39,122579,2,4864,9,207834,1,48154,2,197873,257,6989231,12,389438,843,14992984,44,957346,3,8754,65,508098,36,501390,0,0,20,56895,0,0,12,29284,32,670680,2,64735,32,1950177,7,289078,20,319815,54,2389642,8,240335,5,326286,0,0,7,399928,39,731854,17,476349,45,511281
200712,國際商港,3313,50636577,978,6813643,20,301153,103,869371,207,3961325,0,0,4,53247,14,126330,18,655005,202,3928856,6,143545,41,107168,7,57981,10,201990,2,72153,0,0,258,6613456,8,59239,924,15940702,43,573255,3,4758,72,567888,41,615123,0,0,37,102854,0,0,9,23160,62,1401241,2,17199,34,1989436,3,133594,23,302066,50,2250251,7,162929,4,269255,0,0,13,638007,29,583123,11,328528,68,768746
200801,國際商港,3098,48808397,871,6147831,11,142735,106,693192,194,3652782,0,0,13,78508,9,67841,16,566554,195,3650783,2,63358,40,117332,3,41915,8,146736,1,48154,1,48154,264,7280196,7,143713,886,15496532,41,815963,6,13512,67,545770,28,360689,0,0,22,60436,0,0,13,33668,43,733911,2,64735,41,2560388,10,480334,25,366948,52,2178941,6,120870,6,326045,0,0,8,298845,34,553828,16,328398,51,578800
200802,國際商港,2676,43583906,741,5671511,9,111541,94,543837,165,3238376,0,0,15,169854,7,41823,15,702154,171,3458486,5,210216,39,114851,0,0,7,127830,1,48154,0,0,184,4802082,4,115038,785,14194637,43,1089937,2,4504,47,353670,36,605073,0,0,25,67131,0,0,14,73205,45,778977,1,50757,33,1996421,7,362176,21,278907,38,1655845,8,189354,4,209951,0,0,12,584791,33,515432,20,550778,45,666607
200803,國際商港,3249,50587880,962,6125233,14,145645,112,689029,187,3692877,0,0,12,115063,6,36050,18,612454,186,3553838,2,72716,48,158675,6,54505,13,233912,1,48154,1,149719,209,5696114,10,122375,937,16699999,42,1285362,3,762,71,552367,34,418625,0,0,30,82144,0,0,11,30336,49,896741,2,97370,38,2265067,4,148983,30,503729,64,2706937,12,373079,5,448225,0,0,10,617985,39,740271,23,523143,58,690396
200804,國際商港,3154,49749334,962,6096399,13,138440,99,541815,178,3526884,0,0,11,90887,7,37372,22,1138546,193,3944287,5,181089,37,136798,1,35,5,127106,1,29576,1,48154,217,6117303,5,143630,881,15233489,47,1229850,1,254,67,576256,31,512482,0,0,25,71709,0,0,6,17671,50,1126121,0,0,29,1854666,9,427068,21,266556,57,2552666,6,145461,6,476752,0,0,12,688548,47,974962,27,483680,75,812822
200805,國際商港,3338,50854216,1034,6794801,12,132653,112,428442,184,3553850,0,0,17,184932,10,67821,17,736683,193,3714284,3,78621,30,86287,4,46353,5,151710,2,77135,0,0,224,6253216,9,120191,937,15734452,53,1233776,5,7404,69,548620,39,654593,0,0,19,53623,0,0,7,18451,48,1015573,0,0,42,2298393,6,321087,22,408674,59,2548427,11,354286,9,399495,0,0,16,672912,47,810014,22,479260,71,868197
200806,國際商港,3144,48539945,954,5608514,9,129458,101,628744,180,3554751,0,0,20,158070,6,27991,14,604457,182,3414326,5,172264,31,86402,3,11680,4,227500,5,165863,3,356376,232,6824852,5,86201,900,14655714,51,1100455,3,4758,69,490005,34,549250,0,0,12,39725,0,0,7,16872,53,1134509,1,50757,41,2476350,9,341141,24,478383,47,2203677,5,69061,15,598136,0,0,11,627221,39,728656,18,331278,51,586548
200807,國際商港,3197,49668012,959,6045120,5,17458,99,583960,206,4153299,0,0,19,167066,10,55454,11,684155,186,3455068,2,48927,29,86970,7,59885,7,134364,3,107304,0,0,248,6345326,6,143705,896,15313854,64,1658206,2,3575,60,483362,38,686328,0,0,15,51643,0,0,4,11741,42,882320,0,0,33,2077458,6,345995,17,211302,46,2158478,10,258624,10,467215,0,0,18,784666,39,734968,25,548324,75,901892
200808,國際商港,3316,50393052,1060,6638957,8,55602,97,607268,201,3864614,0,0,14,124129,8,45364,14,647414,210,4071678,2,106718,28,74629,1,3801,6,167086,2,59150,2,197873,241,6037036,7,115159,891,14620541,67,1854859,3,3829,54,417738,52,728668,0,0,10,26651,0,0,4,8803,47,1102934,0,0,33,1991115,10,480397,32,493430,43,1843507,8,212575,13,693171,0,0,14,621494,46,894070,24,563017,64,1019775
200809,國際商港,2886,45827298,896,5511817,4,114268,85,544691,196,3773933,0,0,12,154527,8,73392,19,1139480,176,3115793,3,16261,15,43592,4,44096,7,159157,4,136285,1,48154,232,6738148,7,143700,794,13849619,44,1134860,3,3829,51,525636,35,500026,0,0,6,13798,0,0,7,17117,45,984535,0,0,31,1760173,8,337590,19,288610,43,1878458,7,191916,5,305693,0,0,10,369575,34,612826,24,702411,51,593332
200810,國際商港,3263,51676809,1070,6938674,8,163489,80,694702,241,4211497,0,0,10,141538,10,88686,9,603063,207,3791485,1,53359,19,43978,0,0,5,70035,2,77729,1,158503,249,7136798,6,115132,843,14304647,61,1502927,2,508,60,537221,45,656212,0,0,4,6550,0,0,7,14986,36,722846,2,208571,34,2090083,10,439259,17,484473,55,2339106,15,227073,12,809016,0,0,8,359337,48,1060948,28,731239,58,893139
200811,國際商港,2831,46368000,884,5768271,8,185475,68,536161,201,3505706,0,0,17,168769,7,26900,11,573933,181,3494497,4,92544,15,35081,1,173,0,0,1,29575,0,0,224,6184066,5,114722,749,13608648,35,675291,1,254,57,545464,37,567069,0,0,11,26650,0,0,4,7335,43,876952,1,50757,39,2223772,9,445698,13,477463,55,2543464,11,210518,9,538786,0,0,10,463101,45,959899,27,554878,48,876128
200812,國際商港,2991,48912473,875,5945346,6,81328,61,720461,259,4402597,6,213680,15,172511,5,36140,14,420345,200,3549739,1,43151,35,93536,5,73073,4,121439,2,58556,1,158503,265,7410729,9,143846,792,13818979,33,559664,2,3575,62,594781,31,530210,0,0,8,21553,0,0,2,4899,40,847660,1,50757,35,2108318,12,579610,12,439124,48,2023824,8,131402,8,708479,0,0,10,562107,55,1029746,19,431809,50,820996
200901,國際商港,2570,44406491,728,5456459,6,167741,42,252200,223,3878941,7,33315,15,163746,5,30674,7,250070,203,3764250,3,82614,16,79789,1,3484,4,124777,0,0,1,75579,234,6721386,5,115098,685,12793240,33,640178,2,508,47,446232,25,483572,0,0,10,23976,0,0,7,17714,32,854243,1,50757,45,2350286,11,497010,10,320859,45,1725136,2,14511,8,593210,0,0,14,683167,45,722042,16,475914,32,513813
200902,國際商港,2478,41751927,716,4942771,4,112075,46,289583,192,3209187,14,67979,15,182490,3,25355,13,536349,213,3800500,4,119040,10,28761,2,6481,2,57478,4,158756,0,0,214,5898735,4,114703,687,13302318,31,711974,2,508,41,386404,17,288991,0,0,15,43533,0,0,5,13747,34,760669,2,42947,30,1544920,12,574859,2,33195,29,1219027,5,142715,13,816611,0,0,13,691743,39,781737,9,341694,36,504092
200903,國際商港,3088,51404784,920,6126444,6,62276,61,351313,247,4351280,34,149164,7,56622,4,26134,18,475597,231,4224700,4,39673,22,50130,2,5478,2,29881,1,29589,2,236692,263,7407480,13,158214,797,14810370,48,1559913,2,7571,56,522899,17,240043,0,0,11,35582,0,0,5,17515,43,923578,1,50757,52,2619779,13,617137,7,165293,55,2568426,9,242268,8,665884,0,0,9,527286,55,1239368,12,307720,51,502728
200904,國際商港,3013,50358556,874,5912073,5,253049,58,271599,244,4123213,26,152433,8,102677,5,32006,6,304360,262,5176616,2,37443,22,59790,1,3801,1,28981,3,134149,1,149719,249,6139227,10,125487,787,15216021,36,1416112,0,0,62,616543,22,423285,0,0,18,41730,2,30,8,26185,45,866959,2,65115,37,1953712,13,691384,2,34445,51,2649177,2,33888,6,442830,0,0,10,562827,47,861116,22,808239,64,642335
200905,國際商港,3204,53010067,895,6103464,2,102778,79,478177,276,4751607,40,206841,8,114921,2,8005,19,643581,243,4553084,3,43652,24,60079,1,91,0,0,4,112766,1,158503,275,7339130,10,128207,844,15849579,28,776349,0,0,76,655655,28,412232,0,0,14,38509,0,0,10,47675,68,1391406,4,152630,43,2378979,17,871992,6,235226,43,1945163,7,187942,7,511364,0,0,4,173540,37,921550,22,938335,64,717055
200906,國際商港,3067,53575370,823,5381754,9,324469,63,319167,249,4973691,45,241261,12,116506,1,16314,18,536496,252,5456112,10,316967,25,68773,3,3774,1,17778,4,118314,2,123733,240,6996069,11,155187,838,16162614,34,964584,0,0,57,591491,23,431346,0,0,22,51155,0,0,8,19770,73,1186109,3,138272,36,2164408,18,964825,2,23788,44,2199019,5,98304,5,420718,0,0,13,588944,40,986982,25,721243,53,695433
200907,國際商港,3291,55980152,905,6099270,6,144664,74,440861,302,5720933,51,395045,10,132097,1,2820,16,698132,287,6445645,3,33210,16,26437,4,8486,0,0,4,163712,0,0,208,6419773,9,125077,901,15682795,44,1243792,2,8500,50,469268,31,566196,0,0,13,36065,0,0,5,17613,68,1084055,1,50757,42,2475489,11,550415,5,36830,49,2722434,9,235723,12,788503,0,0,10,483872,41,981650,27,771931,74,918102
200908,國際商港,3153,54265834,846,5941422,4,53334,73,438764,298,5714047,57,389660,7,50336,1,2192,12,531808,288,5787480,7,131323,15,24591,4,3519,2,26403,5,142355,1,158503,197,6554679,11,124368,866,14917002,46,1342778,0,0,46,408571,30,561028,0,0,12,32770,0,0,6,13567,79,1534961,3,137778,42,2601793,11,582242,2,25025,48,2679707,6,142646,9,647246,0,0,5,342117,43,854476,15,817066,56,550277
200909,國際商港,3213,54999795,889,5766709,6,144119,73,491216,318,5716362,58,454421,3,15205,8,92498,11,642689,275,5994043,6,104318,23,54082,5,5476,4,83881,3,88727,1,44868,193,6764115,9,153216,868,14907044,35,1171026,0,0,45,464622,34,655663,0,0,13,35103,0,0,6,13665,79,1548457,5,129788,39,2365914,18,906827,8,264014,52,2802637,6,143953,4,241007,0,0,15,1051117,33,608244,15,583609,53,491160
200910,國際商港,3100,55099809,794,5860934,5,103154,65,402262,300,5775648,54,495142,10,114072,6,37062,12,637614,282,6257104,7,120693,15,48834,7,6437,5,125017,5,141125,0,0,199,6644657,9,120549,848,15200050,44,1219409,0,0,42,309403,28,385500,0,0,7,20071,0,0,8,19465,70,1277515,7,331200,43,2568809,15,746106,6,57197,55,2893563,7,221604,5,458161,0,0,1,54437,40,936404,21,857125,78,653486
200911,國際商港,3014,52218051,770,5967535,3,205963,69,362724,306,5295976,67,559119,9,60871,12,96588,5,290834,270,6356891,5,111828,17,46879,6,6030,6,162414,4,118314,0,0,213,6692867,5,115083,817,14098523,25,808641,0,0,43,369379,28,482296,0,0,12,27926,0,0,3,5993,63,1228780,2,123914,34,2018264,9,469446,8,90583,56,2983065,3,54014,4,298961,0,0,1,32287,36,886941,19,882868,84,906254
200912,國際商港,3175,54562837,810,5937347,3,112026,70,398818,330,6034206,83,554693,8,78819,11,80081,10,367018,258,5607312,5,177214,21,55193,4,1992,0,0,3,88725,1,149719,210,6672529,6,143705,884,15644051,19,408357,0,0,42,314707,24,389226,0,0,14,39261,0,0,5,7679,61,1255692,2,65115,44,2464404,18,927970,4,27474,55,2598577,13,347904,4,326861,0,0,16,726490,34,753584,25,932162,78,873926
201001,國際商港,3112,53307394,765,5877502,3,8796,73,413685,330,5860214,81,654298,12,135547,13,109835,7,329818,260,5742426,6,84430,28,120367,9,31283,4,96008,5,146715,2,308222,223,6471990,4,115038,858,15886743,24,455696,0,0,33,251100,31,569987,0,0,15,37388,0,0,3,12478,59,1174247,3,127135,35,1884739,12,649202,2,24590,43,1989663,10,219445,5,195591,0,0,9,469937,43,1153390,24,844858,78,855031
